委托单位编码,委托单位名称,单据编号,单据类型,交易类型,币种,金额,优先级,超期状态,单据日期,任务类型,工作组,处理人,作业状态,入池时间,入组时间,提取时间,通过时间,是否全电发票,收单状态,实物状态,共享中心,服务目录,自动审批状态,任务量
A05,示例集团·戊公司,AP-2026-001665,付款单,其他专项付款单,人民币,61141.04,,--,2026-04-08,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-09 08:39:36,2026-03-09 08:41:17,2026-03-09 08:42:01,2026-03-09 11:16:17,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A06,示例集团·己公司,AP-2026-001666,通用报销单,通用报销单（费用报销）,人民币,32704.48,,--,2026-03-14,FSSC审核岗,应付成本组,审核员02,审核通过,2026-03-02 09:57:09,2026-03-02 09:58:20,2026-03-02 10:02:07,2026-03-02 12:50:20,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A06,示例集团·己公司,AP-2026-001666,通用报销单,通用报销单（费用报销）,人民币,1160.66,,--,2026-03-14,FSSC审核岗,应付成本组,审核员02,审核通过,2026-03-02 09:57:09,2026-03-02 09:58:20,2026-03-02 10:02:32,2026-03-02 13:17:20,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A06,示例集团·己公司,AP-2026-001666,通用报销单,通用报销单（费用报销）,人民币,20146.59,,--,2026-03-14,FSSC审核岗,应付成本组,审核员02,审核通过,2026-03-02 09:57:09,2026-03-02 09:58:20,2026-03-02 10:01:31,2026-03-02 14:29:20,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A02,示例集团·乙公司,AP-2026-001667,付款单,应付付款单（差旅费）,人民币,53733.45,,--,2026-01-10,FSSC审核岗,应付成本组,审核员01,审核通过,2026-01-04 11:35:18,2026-01-04 11:35:40,2026-01-04 11:35:46,2026-01-04 13:26:40,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-001667,付款单,应付付款单（差旅费）,人民币,5027.79,,--,2026-01-10,FSSC审核岗,应付成本组,审核员01,审核通过,2026-01-04 11:35:18,2026-01-04 11:35:40,2026-01-04 11:42:13,2026-01-04 14:26:40,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-001668,通用报销单,应付付款单（差旅费）,人民币,11494.46,,--,2026-05-24,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-08 14:53:16,2026-01-08 14:54:25,2026-01-08 15:01:40,2026-01-08 18:16:25,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-001668,通用报销单,应付付款单（差旅费）,人民币,37197.48,,--,2026-05-24,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-08 14:53:16,2026-01-08 14:54:25,2026-01-08 14:59:48,2026-01-08 17:36:25,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-001669,付款单,应付付款单（差旅费）,人民币,37652.66,,--,2026-03-23,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-14 15:11:05,2026-01-14 15:11:08,2026-01-14 15:18:23,2026-01-14 17:54:08,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A07,示例集团·庚公司,AP-2026-001669,付款单,应付付款单（差旅费）,人民币,104004.62,,--,2026-03-23,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-14 15:11:05,2026-01-14 15:11:08,2026-01-14 15:16:11,2026-01-14 17:54:08,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A05,示例集团·戊公司,AP-2026-001670,付款单,通用报销单（费用报销）,人民币,40635.61,,--,2026-02-12,FSSC审核岗,应付成本组,审核员02,审核通过,2026-03-21 18:35:32,2026-03-21 18:36:14,2026-03-21 18:37:23,2026-03-21 19:58:14,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A13,示例集团·子公司丙,AP-2026-001671,付款单,其他专项付款单,人民币,98783.64,,--,2026-06-09,FSSC审核岗,应付成本组,审核员01,审核通过,2026-03-12 12:59:50,2026-03-12 13:01:08,2026-03-12 13:08:55,2026-03-12 15:11:08,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A13,示例集团·子公司丙,AP-2026-001671,付款单,其他专项付款单,人民币,22470.14,,--,2026-06-09,FSSC审核岗,应付成本组,审核员01,审核通过,2026-03-12 12:59:50,2026-03-12 13:01:08,2026-03-12 13:07:50,2026-03-12 15:43:08,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A04,示例集团·丁公司,AP-2026-001673,应付发票,其他专项付款单,人民币,80514.7,,--,2026-05-27,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-15 16:14:25,2026-03-15 16:15:12,2026-03-15 16:15:43,2026-03-15 18:54:12,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A04,示例集团·丁公司,AP-2026-001673,应付发票,其他专项付款单,人民币,469564.62,,--,2026-05-27,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-15 16:14:25,2026-03-15 16:15:12,2026-03-15 16:20:21,2026-03-15 18:54:12,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A04,示例集团·丁公司,AP-2026-001673,应付发票,其他专项付款单,人民币,89729.37,,--,2026-05-27,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-15 16:14:25,2026-03-15 16:15:12,2026-03-15 16:22:54,2026-03-15 19:12:12,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A11,示例集团·子公司甲,AP-2026-001674,应付发票,应付付款单（材料采购）,人民币,43087.05,,--,2026-02-07,FSSC审核岗,应付成本组,审核员06,审核通过,2026-02-23 20:19:07,2026-02-23 20:19:16,2026-02-23 20:28:04,2026-02-23 22:07:16,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A02,示例集团·乙公司,AP-2026-001675,付款单,应付付款单（服务费）,人民币,15997.21,,--,2026-05-22,FSSC审核岗,应付成本组,审核员03,审核通过,2026-02-15 14:49:50,2026-02-15 14:50:29,2026-02-15 14:50:11,2026-02-15 16:02:29,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-001676,付款单,通用报销单（费用报销）,人民币,67627.2,,--,2026-01-14,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-14 12:30:55,2026-01-14 12:31:28,2026-01-14 12:35:11,2026-01-14 15:28:28,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A01,示例集团·甲公司,AP-2026-001676,付款单,通用报销单（费用报销）,人民币,44126.14,,--,2026-01-14,FSSC审核岗,应付成本组,审核员04,审核通过,2026-01-14 12:30:55,2026-01-14 12:31:28,2026-01-14 12:37:20,2026-01-14 14:29:28,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A15,示例集团·子公司戊,AP-2026-001677,付款单,其他专项付款单,人民币,131504.73,,--,2026-06-25,FSSC审核岗,应付成本组,审核员04,审核通过,2026-06-09 16:15:15,2026-06-09 16:16:33,2026-06-09 16:16:07,2026-06-09 20:08:33,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A15,示例集团·子公司戊,AP-2026-001677,付款单,其他专项付款单,人民币,4671.89,,--,2026-06-25,FSSC审核岗,应付成本组,审核员04,审核通过,2026-06-09 16:15:15,2026-06-09 16:16:33,2026-06-09 16:24:35,2026-06-09 19:46:33,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A09,示例集团·壬公司,AP-2026-001678,应付发票,应付付款单（服务费）,人民币,46011.66,,--,2026-02-20,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-06 15:59:28,2026-03-06 16:00:11,2026-03-06 16:09:10,2026-03-06 20:22:11,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A09,示例集团·壬公司,AP-2026-001678,应付发票,应付付款单（服务费）,人民币,107687.98,,--,2026-02-20,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-06 15:59:28,2026-03-06 16:00:11,2026-03-06 16:07:37,2026-03-06 20:27:11,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A09,示例集团·壬公司,AP-2026-001678,应付发票,应付付款单（服务费）,人民币,71763.8,,--,2026-02-20,FSSC审核岗,应付成本组,审核员07,审核通过,2026-03-06 15:59:28,2026-03-06 16:00:11,2026-03-06 16:03:40,2026-03-06 19:12:11,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A06,示例集团·己公司,AP-2026-001679,应付发票,应付确认单（物料类）,人民币,37589.22,,--,2026-04-05,FSSC审核岗,应付成本组,审核员04,审核通过,2026-04-16 09:33:14,2026-04-16 09:33:26,2026-04-16 09:34:59,2026-04-16 12:02:26,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A03,示例集团·丙公司,AP-2026-001680,付款单,通用报销单（费用报销）,人民币,36868.24,,--,2026-02-26,FSSC审核岗,应付成本组,审核员05,审核通过,2026-03-09 17:31:16,2026-03-09 17:32:31,2026-03-09 17:39:46,2026-03-09 21:57:31,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A03,示例集团·丙公司,AP-2026-001680,付款单,通用报销单（费用报销）,人民币,12856.62,,--,2026-02-26,FSSC审核岗,应付成本组,审核员05,审核通过,2026-03-09 17:31:16,2026-03-09 17:32:31,2026-03-09 17:36:37,2026-03-09 21:09:31,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A03,示例集团·丙公司,AP-2026-001680,付款单,通用报销单（费用报销）,人民币,101764.91,,--,2026-02-26,FSSC审核岗,应付成本组,审核员05,审核通过,2026-03-09 17:31:16,2026-03-09 17:32:31,2026-03-09 17:37:02,2026-03-09 20:45:31,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A01,示例集团·甲公司,AP-2026-001681,通用报销单,应付确认单（物料类）,人民币,108536.24,,--,2026-01-28,FSSC审核岗,应付成本组,审核员02,审核通过,2026-02-14 13:33:54,2026-02-14 13:35:05,2026-02-14 13:41:44,2026-02-14 18:04:05,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A02,示例集团·乙公司,AP-2026-001682,付款单,应付付款单（差旅费）,人民币,8280.45,,--,2026-02-28,FSSC审核岗,应付成本组,审核员06,审核通过,2026-05-28 11:06:39,2026-05-28 11:08:26,2026-05-28 11:07:29,2026-05-28 12:47:26,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-001682,付款单,应付付款单（差旅费）,人民币,174641.84,,--,2026-02-28,FSSC审核岗,应付成本组,审核员06,审核通过,2026-05-28 11:06:39,2026-05-28 11:08:26,2026-05-28 11:13:56,2026-05-28 12:32:26,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A09,示例集团·壬公司,AP-2026-001683,应付发票,应付确认单（物料类）,人民币,23945.79,,--,2026-05-20,FSSC审核岗,应付成本组,审核员01,审核通过,2026-02-07 15:59:08,2026-02-07 15:59:18,2026-02-07 16:04:35,2026-02-07 17:09:18,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A09,示例集团·壬公司,AP-2026-001683,应付发票,应付确认单（物料类）,人民币,35369.65,,--,2026-05-20,FSSC审核岗,应付成本组,审核员01,审核通过,2026-02-07 15:59:08,2026-02-07 15:59:18,2026-02-07 16:05:56,2026-02-07 18:13:18,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A09,示例集团·壬公司,AP-2026-001683,应付发票,应付确认单（物料类）,人民币,802474.23,,--,2026-05-20,FSSC审核岗,应付成本组,审核员01,审核通过,2026-02-07 15:59:08,2026-02-07 15:59:18,2026-02-07 16:05:02,2026-02-07 17:36:18,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A04,示例集团·丁公司,AP-2026-001684,应付发票,应付付款单（服务费）,人民币,563931.36,,--,2026-06-02,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-21 08:31:32,2026-04-21 08:32:36,2026-04-21 08:35:40,2026-04-21 11:21:36,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-001684,应付发票,应付付款单（服务费）,人民币,7901.15,,--,2026-06-02,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-21 08:31:32,2026-04-21 08:32:36,2026-04-21 08:38:16,2026-04-21 10:15:36,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A11,示例集团·子公司甲,AP-2026-001685,通用报销单,应付付款单（材料采购）,人民币,9990.64,,--,2026-06-04,FSSC审核岗,应付成本组,审核员03,审核通过,2026-01-03 15:40:29,2026-01-03 15:41:12,2026-01-03 15:44:04,2026-01-03 18:29:12,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A02,示例集团·乙公司,AP-2026-001686,应付发票,应付付款单（材料采购）,人民币,13747.52,,--,2026-03-24,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-25 13:32:36,2026-01-25 13:34:05,2026-01-25 13:38:37,2026-01-25 16:23:05,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A10,示例集团·癸公司,AP-2026-001687,付款单,通用报销单（费用报销）,人民币,551674.98,,--,2026-04-09,FSSC审核岗,应付成本组,审核员04,审核通过,2026-05-21 10:10:19,2026-05-21 10:11:59,2026-05-21 10:19:43,2026-05-21 13:35:59,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A10,示例集团·癸公司,AP-2026-001687,付款单,通用报销单（费用报销）,人民币,25588.74,,--,2026-04-09,FSSC审核岗,应付成本组,审核员04,审核通过,2026-05-21 10:10:19,2026-05-21 10:11:59,2026-05-21 10:12:07,2026-05-21 13:38:59,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A01,示例集团·甲公司,AP-2026-001689,付款单,应付付款单（材料采购）,人民币,7602.06,,--,2026-04-20,FSSC审核岗,应付成本组,审核员02,审核通过,2026-06-04 11:47:25,2026-06-04 11:47:58,2026-06-04 11:52:35,2026-06-04 14:53:58,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A15,示例集团·子公司戊,AP-2026-001691,付款单,应付付款单（服务费）,人民币,336187.79,,--,2026-01-20,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-23 09:30:11,2026-01-23 09:31:51,2026-01-23 09:37:40,2026-01-23 11:40:51,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A15,示例集团·子公司戊,AP-2026-001691,付款单,应付付款单（服务费）,人民币,137518.94,,--,2026-01-20,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-23 09:30:11,2026-01-23 09:31:51,2026-01-23 09:35:05,2026-01-23 12:14:51,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A01,示例集团·甲公司,AP-2026-001692,应付发票,通用报销单（费用报销）,人民币,1399063.49,,--,2026-05-20,FSSC审核岗,应付成本组,审核员02,审核通过,2026-05-14 15:02:15,2026-05-14 15:02:33,2026-05-14 15:05:10,2026-05-14 17:17:33,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A01,示例集团·甲公司,AP-2026-001692,应付发票,通用报销单（费用报销）,人民币,137132.65,,--,2026-05-20,FSSC审核岗,应付成本组,审核员02,审核通过,2026-05-14 15:02:15,2026-05-14 15:02:33,2026-05-14 15:04:11,2026-05-14 17:28:33,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A03,示例集团·丙公司,AP-2026-001693,应付发票,通用报销单（费用报销）,人民币,57260.36,,--,2026-01-24,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-20 16:57:44,2026-01-20 16:59:17,2026-01-20 17:06:32,2026-01-20 18:57:17,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A03,示例集团·丙公司,AP-2026-001693,应付发票,通用报销单（费用报销）,人民币,85287.35,,--,2026-01-24,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-20 16:57:44,2026-01-20 16:59:17,2026-01-20 17:05:38,2026-01-20 19:41:17,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A03,示例集团·丙公司,AP-2026-001693,应付发票,通用报销单（费用报销）,人民币,31755.06,,--,2026-01-24,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-20 16:57:44,2026-01-20 16:59:17,2026-01-20 16:59:03,2026-01-20 19:25:17,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A04,示例集团·丁公司,AP-2026-001694,应付发票,应付付款单（服务费）,人民币,372388.97,,--,2026-04-18,FSSC审核岗,应付成本组,审核员01,审核通过,2026-06-10 12:17:29,2026-06-10 12:19:07,2026-06-10 12:19:22,2026-06-10 15:31:07,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-001694,应付发票,应付付款单（服务费）,人民币,400947.6,,--,2026-04-18,FSSC审核岗,应付成本组,审核员01,审核通过,2026-06-10 12:17:29,2026-06-10 12:19:07,2026-06-10 12:23:06,2026-06-10 15:46:07,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-001694,应付发票,应付付款单（服务费）,人民币,6528.36,,--,2026-04-18,FSSC审核岗,应付成本组,审核员01,审核通过,2026-06-10 12:17:29,2026-06-10 12:19:07,2026-06-10 12:25:32,2026-06-10 15:05:07,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A02,示例集团·乙公司,AP-2026-001695,应付发票,应付付款单（差旅费）,人民币,224030.61,,--,2026-06-23,FSSC审核岗,应付成本组,审核员03,审核通过,2026-05-14 13:45:03,2026-05-14 13:45:19,2026-05-14 13:50:28,2026-05-14 18:15:19,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A09,示例集团·壬公司,AP-2026-001698,应付发票,通用报销单（费用报销）,人民币,13366.46,,--,2026-01-21,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-13 19:25:05,2026-04-13 19:26:30,2026-04-13 19:32:45,2026-04-13 22:27:30,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A09,示例集团·壬公司,AP-2026-001698,应付发票,通用报销单（费用报销）,人民币,1757197.19,,--,2026-01-21,FSSC审核岗,应付成本组,审核员02,审核通过,2026-04-13 19:25:05,2026-04-13 19:26:30,2026-04-13 19:32:24,2026-04-13 22:13:30,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
A04,示例集团·丁公司,AP-2026-001699,应付发票,应付付款单（材料采购）,人民币,500749.03,,--,2026-01-03,FSSC审核岗,应付成本组,审核员01,审核通过,2026-03-26 20:13:22,2026-03-26 20:13:25,2026-03-26 20:16:00,2026-03-26 23:43:25,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A03,示例集团·丙公司,AP-2026-001700,应付发票,应付确认单（物料类）,人民币,12170.4,,--,2026-03-17,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-14 11:13:11,2026-01-14 11:14:38,2026-01-14 11:16:04,2026-01-14 14:38:38,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A03,示例集团·丙公司,AP-2026-001700,应付发票,应付确认单（物料类）,人民币,83666.86,,--,2026-03-17,FSSC审核岗,应付成本组,审核员05,审核通过,2026-01-14 11:13:11,2026-01-14 11:14:38,2026-01-14 11:14:29,2026-01-14 14:38:38,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A04,示例集团·丁公司,AP-2026-001701,应付发票,应付付款单（服务费）,人民币,240462.86,,--,2026-03-13,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-09 19:03:00,2026-01-09 19:04:40,2026-01-09 19:05:10,2026-01-09 20:59:40,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-001701,应付发票,应付付款单（服务费）,人民币,25004.98,,--,2026-03-13,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-09 19:03:00,2026-01-09 19:04:40,2026-01-09 19:11:32,2026-01-09 22:15:40,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A04,示例集团·丁公司,AP-2026-001701,应付发票,应付付款单（服务费）,人民币,8840.69,,--,2026-03-13,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-09 19:03:00,2026-01-09 19:04:40,2026-01-09 19:12:45,2026-01-09 21:57:40,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A16,示例集团·子公司己,AP-2026-001702,通用报销单,其他专项付款单,人民币,69044.11,,--,2026-03-11,FSSC审核岗,应付成本组,审核员04,审核通过,2026-06-07 13:52:55,2026-06-07 13:54:09,2026-06-07 14:01:46,2026-06-07 16:10:09,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A16,示例集团·子公司己,AP-2026-001702,通用报销单,其他专项付款单,人民币,47900.93,,--,2026-03-11,FSSC审核岗,应付成本组,审核员04,审核通过,2026-06-07 13:52:55,2026-06-07 13:54:09,2026-06-07 13:55:53,2026-06-07 15:57:09,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A16,示例集团·子公司己,AP-2026-001702,通用报销单,其他专项付款单,人民币,16647.36,,--,2026-03-11,FSSC审核岗,应付成本组,审核员04,审核通过,2026-06-07 13:52:55,2026-06-07 13:54:09,2026-06-07 13:54:10,2026-06-07 16:43:09,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A07,示例集团·庚公司,AP-2026-001703,付款单,应付付款单（材料采购）,人民币,337907.96,,--,2026-06-27,FSSC审核岗,应付成本组,审核员07,审核通过,2026-05-08 17:28:49,2026-05-08 17:30:07,2026-05-08 17:38:01,2026-05-08 19:57:07,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A08,示例集团·辛公司,AP-2026-001705,付款单,其他专项付款单,人民币,9852.33,,--,2026-02-15,FSSC审核岗,应付成本组,审核员04,审核通过,2026-04-19 12:29:28,2026-04-19 12:30:58,2026-04-19 12:39:11,2026-04-19 14:38:58,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A08,示例集团·辛公司,AP-2026-001705,付款单,其他专项付款单,人民币,51482.08,,--,2026-02-15,FSSC审核岗,应付成本组,审核员04,审核通过,2026-04-19 12:29:28,2026-04-19 12:30:58,2026-04-19 12:35:20,2026-04-19 14:51:58,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A08,示例集团·辛公司,AP-2026-001705,付款单,其他专项付款单,人民币,77231.05,,--,2026-02-15,FSSC审核岗,应付成本组,审核员04,审核通过,2026-04-19 12:29:28,2026-04-19 12:30:58,2026-04-19 12:35:54,2026-04-19 13:23:58,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A01,示例集团·甲公司,AP-2026-001706,通用报销单,其他专项付款单,人民币,92278.03,,--,2026-03-03,FSSC审核岗,应付成本组,审核员04,审核通过,2026-05-07 20:34:07,2026-05-07 20:35:39,2026-05-07 20:35:20,2026-05-08 00:01:39,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A01,示例集团·甲公司,AP-2026-001707,应付发票,应付确认单（物料类）,人民币,291542.91,,--,2026-04-17,FSSC审核岗,应付成本组,审核员04,审核通过,2026-04-04 14:32:01,2026-04-04 14:32:35,2026-04-04 14:39:57,2026-04-04 18:53:35,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A18,示例集团·子公司辛,AP-2026-001708,通用报销单,应付付款单（材料采购）,人民币,42785.27,,--,2026-01-14,FSSC审核岗,应付成本组,审核员07,审核通过,2026-01-01 12:21:47,2026-01-01 12:21:50,2026-01-01 12:30:59,2026-01-01 15:49:50,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A01,示例集团·甲公司,AP-2026-001709,应付发票,应付付款单（材料采购）,人民币,1564.32,,--,2026-06-09,FSSC审核岗,应付成本组,审核员06,审核通过,2026-04-14 09:31:38,2026-04-14 09:32:47,2026-04-14 09:40:13,2026-04-14 12:06:47,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A01,示例集团·甲公司,AP-2026-001709,应付发票,应付付款单（材料采购）,人民币,34839.67,,--,2026-06-09,FSSC审核岗,应付成本组,审核员06,审核通过,2026-04-14 09:31:38,2026-04-14 09:32:47,2026-04-14 09:40:12,2026-04-14 13:49:47,,--,,示例集团财务共享中心（本部）,应付付款单（材料采购）,非自动审批,1
A10,示例集团·癸公司,AP-2026-001711,付款单,应付确认单（物料类）,人民币,165368.0,,--,2026-03-19,FSSC审核岗,应付成本组,审核员05,审核通过,2026-02-14 16:55:46,2026-02-14 16:56:36,2026-02-14 17:00:17,2026-02-14 18:58:36,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A10,示例集团·癸公司,AP-2026-001711,付款单,应付确认单（物料类）,人民币,48932.11,,--,2026-03-19,FSSC审核岗,应付成本组,审核员05,审核通过,2026-02-14 16:55:46,2026-02-14 16:56:36,2026-02-14 16:57:33,2026-02-14 18:22:36,,--,,示例集团财务共享中心（本部）,应付确认单（物料类）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-001712,付款单,其他专项付款单,人民币,49441.79,,--,2026-02-13,FSSC审核岗,应付成本组,审核员04,审核通过,2026-06-26 17:41:14,2026-06-26 17:42:52,2026-06-26 17:41:28,2026-06-26 19:06:52,,--,,示例集团财务共享中心（本部）,其他专项付款单,非自动审批,1
A05,示例集团·戊公司,AP-2026-001713,付款单,应付付款单（差旅费）,人民币,125078.73,,--,2026-02-02,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-14 10:04:00,2026-01-14 10:04:55,2026-01-14 10:04:47,2026-01-14 12:41:55,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A05,示例集团·戊公司,AP-2026-001713,付款单,应付付款单（差旅费）,人民币,150431.14,,--,2026-02-02,FSSC审核岗,应付成本组,审核员06,审核通过,2026-01-14 10:04:00,2026-01-14 10:04:55,2026-01-14 10:11:45,2026-01-14 11:48:55,,--,,示例集团财务共享中心（本部）,应付付款单（差旅费）,非自动审批,1
A05,示例集团·戊公司,AP-2026-001714,付款单,应付付款单（服务费）,人民币,4910.14,,--,2026-05-23,FSSC审核岗,应付成本组,审核员06,审核通过,2026-06-18 09:43:22,2026-06-18 09:43:51,2026-06-18 09:47:36,2026-06-18 12:58:51,,--,,示例集团财务共享中心（本部）,应付付款单（服务费）,非自动审批,1
A12,示例集团·子公司乙,AP-2026-001715,付款单,通用报销单（费用报销）,人民币,58328.27,,--,2026-02-28,FSSC审核岗,应付成本组,审核员03,审核通过,2026-03-14 10:44:23,2026-03-14 10:44:41,2026-03-14 10:45:25,2026-03-14 13:58:41,,--,,示例集团财务共享中心（本部）,通用报销单（费用报销）,非自动审批,1
