来源系统,单据编号,单据日期,单据类型,交易类型,委托单位编码,委托单位,制单人编码,制单人,附件个数,影像张数,共享中心,共享服务类型,服务目录,任务属性,创建时间,入池时间,入组时间,任务类型,任务量系数,优先级,工作组,派单到人模式,派单到人规则,提取/派单时间,操作终端,处理人编码,处理人,处理时间,处理意见,处理意见标签化,作业状态,作业时长,修正作业时长,超期标记,超期时间,共享是否处理完成,共享处理次数,进入共享次数,页面审核时长,驳回类型,驳回模式,驳回接收环节,驳回接收人,驳出共享次数
费控服务,AP-2026-001790,2026-04-28,通用报销单,应付确认单（物料类）,A07,示例集团·庚公司,MAK07,制单人07,,8,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-02-26 08:08:11,2026-02-26 08:08:19,2026-02-26 08:09:14,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-26 08:09:14,移动端,AUD01,审核员01,2026-02-26 10:36:14,同意,,审核通过,33分29秒,--,0,,是,1,1,197秒,,0,,,--
费控服务,AP-2026-001791,2026-03-27,应付发票,应付付款单（材料采购）,A11,示例集团·子公司甲,MAK09,制单人09,,1,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-03-25 13:34:14,2026-03-25 13:35:03,2026-03-25 13:36:08,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-25 13:36:08,移动端,AUD01,审核员01,2026-03-25 14:53:08,同意,,审核通过,1分26秒,--,0,,是,1,1,195秒,,0,,,--
财务会计,AP-2026-001792,2026-06-03,通用报销单,应付付款单（差旅费）,A05,示例集团·戊公司,MAK15,制单人15,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-04-09 14:36:13,2026-04-09 14:37:03,2026-04-09 14:38:32,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-09 14:38:32,PC端,AUD03,审核员03,2026-04-09 17:39:32,同意,附件信息不一致,审核通过,6分19秒,6分9秒,0,,是,1,1,288秒,,0,,,1
财务会计,AP-2026-001793,2026-03-17,应付发票,其他专项付款单,A02,示例集团·乙公司,MAK02,制单人02,,7,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-01-16 17:37:00,2026-01-16 17:38:00,2026-01-16 17:38:29,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-16 17:38:29,PC端,AUD03,审核员03,2026-01-16 19:05:29,同意,,审核通过,7分31秒,--,0,,是,1,1,262秒,,0,,,--
费控服务,AP-2026-001794,2026-06-02,应付发票,通用报销单（费用报销）,A01,示例集团·甲公司,MAK08,制单人08,,6,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-02-15 08:57:36,2026-02-15 08:57:56,2026-02-15 08:58:06,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-15 08:58:06,PC端,AUD01,审核员01,2026-02-15 09:32:06,同意,,审核通过,1分21秒,--,0,,是,1,1,57秒,,0,,,--
财务会计,AP-2026-001795,2026-04-25,付款单,应付付款单（材料采购）,A17,示例集团·子公司庚,MAK05,制单人05,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-02-19 13:13:15,2026-02-19 13:13:44,2026-02-19 13:14:34,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-19 13:14:34,移动端,AUD06,审核员06,2026-02-19 15:38:34,同意,,审核通过,26分29秒,--,0,,是,1,1,247秒,,0,,,--
财务会计,AP-2026-001796,2026-05-13,付款单,应付付款单（材料采购）,A13,示例集团·子公司丙,MAK07,制单人07,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-02-11 18:53:45,2026-02-11 18:54:45,2026-02-11 18:56:01,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-11 18:56:01,移动端,AUD01,审核员01,2026-02-11 22:00:01,同意,,审核通过,6分40秒,--,0,,是,1,1,251秒,,0,,,--
费控服务,AP-2026-001797,2026-06-09,应付发票,应付付款单（服务费）,A10,示例集团·癸公司,MAK01,制单人01,,4,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-03-24 19:46:28,2026-03-24 19:46:50,2026-03-24 19:48:47,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-24 19:48:47,移动端,AUD02,审核员02,2026-03-24 23:02:47,同意,,审核通过,22分7秒,--,0,,是,1,1,10秒,,0,,,--
财务会计,AP-2026-001798,2026-06-02,通用报销单,应付确认单（物料类）,A03,示例集团·丙公司,MAK05,制单人05,,6,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-01-28 15:46:51,2026-01-28 15:47:05,2026-01-28 15:48:53,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-28 15:48:53,PC端,AUD04,审核员04,2026-01-28 16:18:53,同意,,审核通过,2分54秒,--,0,,是,1,1,184秒,,0,,,--
财务会计,AP-2026-001799,2026-03-20,应付发票,通用报销单（费用报销）,A12,示例集团·子公司乙,MAK03,制单人03,,1,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-01-12 17:45:56,2026-01-12 17:46:16,2026-01-12 17:47:59,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-12 17:47:59,移动端,AUD01,审核员01,2026-01-12 19:50:59,同意,,审核通过,4分30秒,--,0,,是,1,1,252秒,,0,,,--
财务会计,AP-2026-001800,2026-06-22,应付发票,应付付款单（材料采购）,A04,示例集团·丁公司,MAK15,制单人15,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-03-11 15:09:32,2026-03-11 15:10:09,2026-03-11 15:11:51,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-11 15:11:51,PC端,AUD03,审核员03,2026-03-11 17:08:51,同意,,审核通过,19分32秒,--,0,,是,1,1,182秒,,0,,,--
费控服务,AP-2026-001801,2026-05-07,应付发票,通用报销单（费用报销）,A03,示例集团·丙公司,MAK16,制单人16,,6,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-05-17 12:43:24,2026-05-17 12:43:58,2026-05-17 12:45:48,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-17 12:45:48,PC端,AUD01,审核员01,2026-05-17 14:15:48,同意,未关联合同,审核通过,25分46秒,39分11秒,0,,是,1,1,218秒,,0,,,1
财务会计,AP-2026-001802,2026-03-26,应付发票,应付付款单（材料采购）,A01,示例集团·甲公司,MAK09,制单人09,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-04-20 20:55:28,2026-04-20 20:56:25,2026-04-20 20:57:22,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-20 20:57:22,PC端,AUD07,审核员07,2026-04-20 22:54:22,同意,,审核通过,14分36秒,--,0,,是,1,1,299秒,,0,,,--
财务会计,AP-2026-001803,2026-01-16,通用报销单,应付确认单（物料类）,A14,示例集团·子公司丁,MAK07,制单人07,,7,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-05-24 20:48:59,2026-05-24 20:49:28,2026-05-24 20:49:37,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-24 20:49:37,PC端,AUD03,审核员03,2026-05-24 23:41:37,同意,,审核通过,16分22秒,--,0,,是,1,1,73秒,,0,,,--
财务会计,AP-2026-001804,2026-06-22,应付发票,应付付款单（差旅费）,A01,示例集团·甲公司,MAK10,制单人10,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-01-18 18:58:10,2026-01-18 18:58:29,2026-01-18 18:58:55,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-18 18:58:55,PC端,AUD02,审核员02,2026-01-18 19:40:55,同意,,审核通过,4分50秒,--,0,,是,1,1,83秒,,0,,,--
财务会计,AP-2026-001805,2026-06-09,通用报销单,应付付款单（差旅费）,A02,示例集团·乙公司,MAK10,制单人10,,3,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-06-13 19:56:01,2026-06-13 19:56:55,2026-06-13 19:58:44,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-13 19:58:44,移动端,AUD02,审核员02,2026-06-13 21:35:44,同意,,审核通过,1分25秒,--,0,,是,1,1,186秒,,0,,,--
财务会计,AP-2026-001806,2026-02-13,应付发票,通用报销单（费用报销）,A07,示例集团·庚公司,MAK04,制单人04,,0,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-06-20 12:05:08,2026-06-20 12:05:41,2026-06-20 12:06:25,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-20 12:06:25,移动端,AUD04,审核员04,2026-06-20 13:09:25,同意,,审核通过,25分55秒,--,0,,是,1,1,145秒,,0,,,--
财务会计,AP-2026-001807,2026-01-10,应付发票,其他专项付款单,A02,示例集团·乙公司,MAK15,制单人15,,0,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-11 11:06:07,2026-05-11 11:06:45,2026-05-11 11:08:06,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-11 11:08:06,PC端,AUD04,审核员04,2026-05-11 14:21:06,同意,,审核通过,17分10秒,--,0,,是,1,1,195秒,,0,,,--
财务会计,AP-2026-001808,2026-05-26,应付发票,应付付款单（服务费）,A03,示例集团·丙公司,MAK05,制单人05,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-01-15 14:48:19,2026-01-15 14:48:28,2026-01-15 14:49:15,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-15 14:49:15,移动端,AUD02,审核员02,2026-01-15 16:15:15,同意,,审核通过,36分33秒,--,0,,是,1,1,238秒,,0,,,--
费控服务,AP-2026-001809,2026-03-08,付款单,应付付款单（服务费）,A06,示例集团·己公司,MAK01,制单人01,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-02-06 09:15:56,2026-02-06 09:16:01,2026-02-06 09:17:59,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-06 09:17:59,PC端,AUD02,审核员02,2026-02-06 11:21:59,驳回,附件不完整,审核驳回,36分25秒,--,0,,是,1,1,116秒,驳回,1,前端单位,示例集团·己公司,1
费控服务,AP-2026-001810,2026-06-18,应付发票,应付付款单（差旅费）,A17,示例集团·子公司庚,MAK13,制单人13,,1,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-02-17 20:30:10,2026-02-17 20:31:09,2026-02-17 20:33:03,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-17 20:33:03,移动端,AUD05,审核员05,2026-02-17 22:46:03,同意,,审核通过,17分51秒,--,0,,是,1,1,90秒,,0,,,--
财务会计,AP-2026-001811,2026-06-06,付款单,通用报销单（费用报销）,A11,示例集团·子公司甲,MAK10,制单人10,,2,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-05-16 18:36:25,2026-05-16 18:36:45,2026-05-16 18:37:24,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-16 18:37:24,移动端,AUD06,审核员06,2026-05-16 19:07:24,同意,,审核通过,35分35秒,--,0,,是,1,1,269秒,,0,,,--
财务会计,AP-2026-001812,2026-01-23,应付发票,应付付款单（差旅费）,A01,示例集团·甲公司,MAK01,制单人01,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-01-16 12:21:43,2026-01-16 12:21:49,2026-01-16 12:22:09,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-16 12:22:09,PC端,AUD03,审核员03,2026-01-16 12:28:09,同意,,审核通过,6分46秒,--,0,,是,1,1,260秒,,0,,,--
财务会计,AP-2026-001813,2026-01-13,通用报销单,其他专项付款单,A04,示例集团·丁公司,MAK06,制单人06,,6,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-01-20 10:42:55,2026-01-20 10:43:40,2026-01-20 10:43:49,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-20 10:43:49,移动端,AUD02,审核员02,2026-01-20 10:58:49,同意,,审核通过,9分55秒,--,0,,是,1,1,248秒,,0,,,--
财务会计,AP-2026-001814,2026-01-12,应付发票,应付付款单（服务费）,A03,示例集团·丙公司,MAK12,制单人12,,0,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-06-22 17:28:16,2026-06-22 17:28:34,2026-06-22 17:28:56,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-22 17:28:56,移动端,AUD06,审核员06,2026-06-22 17:42:56,同意,,审核通过,31分34秒,--,0,,是,1,1,184秒,,0,,,--
财务会计,AP-2026-001815,2026-03-07,付款单,其他专项付款单,A03,示例集团·丙公司,MAK09,制单人09,,0,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-06-12 16:31:09,2026-06-12 16:32:07,2026-06-12 16:32:38,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-12 16:32:38,移动端,AUD07,审核员07,2026-06-12 19:29:38,同意,,审核通过,28分3秒,--,0,,是,1,1,55秒,,0,,,--
费控服务,AP-2026-001816,2026-06-05,应付发票,应付付款单（服务费）,A13,示例集团·子公司丙,MAK06,制单人06,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-02-16 09:17:47,2026-02-16 09:18:30,2026-02-16 09:19:39,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-16 09:19:39,移动端,AUD07,审核员07,2026-02-16 10:47:39,同意,,审核通过,1分6秒,--,0,,是,1,1,196秒,,0,,,--
财务会计,AP-2026-001817,2026-01-20,付款单,应付确认单（物料类）,A01,示例集团·甲公司,MAK02,制单人02,,2,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-02-01 17:08:22,2026-02-01 17:08:27,2026-02-01 17:09:41,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-01 17:09:41,PC端,AUD04,审核员04,2026-02-01 17:43:41,驳回,附件信息不一致,审核驳回,36分46秒,9分15秒,0,,是,3,1,126秒,驳回,1,前端单位,示例集团·甲公司,3
财务会计,AP-2026-001818,2026-01-01,应付发票,应付确认单（物料类）,A08,示例集团·辛公司,MAK16,制单人16,,5,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-04-28 11:48:30,2026-04-28 11:49:08,2026-04-28 11:49:52,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-28 11:49:52,移动端,AUD04,审核员04,2026-04-28 13:59:52,同意,,审核通过,35分40秒,--,0,,是,1,1,200秒,,0,,,--
费控服务,AP-2026-001819,2026-03-27,付款单,应付付款单（差旅费）,A15,示例集团·子公司戊,MAK13,制单人13,,7,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-03-21 15:05:18,2026-03-21 15:05:57,2026-03-21 15:06:19,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-21 15:06:19,PC端,AUD01,审核员01,2026-03-21 15:11:19,同意,,审核通过,20分44秒,--,0,,是,1,1,66秒,,0,,,--
财务会计,AP-2026-001820,2026-03-10,通用报销单,其他专项付款单,A20,示例集团·子公司癸,MAK16,制单人16,,8,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-02-27 11:37:26,2026-02-27 11:37:37,2026-02-27 11:38:27,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-27 11:38:27,PC端,AUD07,审核员07,2026-02-27 12:12:27,同意,,审核通过,16分44秒,--,0,,是,1,1,45秒,,0,,,--
财务会计,AP-2026-001821,2026-02-26,通用报销单,应付确认单（物料类）,A02,示例集团·乙公司,MAK11,制单人11,,4,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-01-08 20:59:41,2026-01-08 21:00:09,2026-01-08 21:01:40,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-08 21:01:40,移动端,AUD07,审核员07,2026-01-08 23:00:40,同意,,审核通过,20分12秒,--,0,,是,1,1,166秒,,0,,,--
财务会计,AP-2026-001822,2026-06-20,通用报销单,应付确认单（物料类）,A02,示例集团·乙公司,MAK15,制单人15,,4,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-05-06 17:55:24,2026-05-06 17:55:48,2026-05-06 17:56:49,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-06 17:56:49,移动端,AUD07,审核员07,2026-05-06 18:25:49,同意,,审核通过,15分57秒,--,0,,是,1,1,275秒,,0,,,--
财务会计,AP-2026-001823,2026-02-20,通用报销单,其他专项付款单,A13,示例集团·子公司丙,MAK11,制单人11,,7,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-01-26 11:17:59,2026-01-26 11:18:34,2026-01-26 11:19:57,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-26 11:19:57,PC端,AUD06,审核员06,2026-01-26 11:24:57,同意,,审核通过,38分55秒,--,0,,是,1,1,224秒,,0,,,--
财务会计,AP-2026-001824,2026-06-19,应付发票,应付付款单（差旅费）,A17,示例集团·子公司庚,MAK11,制单人11,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-04-03 14:44:22,2026-04-03 14:44:53,2026-04-03 14:45:23,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-03 14:45:23,移动端,AUD06,审核员06,2026-04-03 16:48:23,同意,,审核通过,26分24秒,--,0,,是,1,1,80秒,,0,,,--
财务会计,AP-2026-001825,2026-04-02,通用报销单,其他专项付款单,A01,示例集团·甲公司,MAK05,制单人05,,0,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-05-20 11:03:38,2026-05-20 11:04:27,2026-05-20 11:04:38,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-20 11:04:38,PC端,AUD02,审核员02,2026-05-20 14:08:38,同意,,审核通过,7分43秒,--,0,,是,1,1,180秒,,0,,,--
费控服务,AP-2026-001826,2026-01-04,应付发票,应付付款单（材料采购）,A02,示例集团·乙公司,MAK04,制单人04,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-02-27 10:25:19,2026-02-27 10:26:18,2026-02-27 10:26:27,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-27 10:26:27,移动端,AUD07,审核员07,2026-02-27 11:33:27,同意,,审核通过,37分50秒,--,0,,是,1,1,16秒,,0,,,--
费控服务,AP-2026-001827,2026-04-05,应付发票,应付付款单（材料采购）,A13,示例集团·子公司丙,MAK11,制单人11,,8,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-05-07 13:39:33,2026-05-07 13:40:21,2026-05-07 13:40:56,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-07 13:40:56,PC端,AUD04,审核员04,2026-05-07 15:35:56,同意,,审核通过,16分53秒,--,0,,是,1,1,175秒,,0,,,--
财务会计,AP-2026-001828,2026-04-16,应付发票,通用报销单（费用报销）,A07,示例集团·庚公司,MAK11,制单人11,,2,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-06-03 13:15:55,2026-06-03 13:16:34,2026-06-03 13:16:37,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-03 13:16:37,PC端,AUD07,审核员07,2026-06-03 14:00:37,同意,,审核通过,20分29秒,--,0,,是,1,1,130秒,,0,,,--
财务会计,AP-2026-001829,2026-02-05,应付发票,其他专项付款单,A04,示例集团·丁公司,MAK01,制单人01,,4,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-03-19 08:45:40,2026-03-19 08:45:44,2026-03-19 08:46:40,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-19 08:46:40,PC端,AUD06,审核员06,2026-03-19 10:03:40,同意,,审核通过,20分9秒,--,0,,是,1,1,241秒,,0,,,--
财务会计,AP-2026-001830,2026-01-11,付款单,应付付款单（材料采购）,A05,示例集团·戊公司,MAK04,制单人04,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-05-02 19:58:18,2026-05-02 19:58:30,2026-05-02 19:59:53,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-02 19:59:53,PC端,AUD06,审核员06,2026-05-02 21:03:53,同意,,审核通过,4分47秒,--,0,,是,1,1,231秒,,0,,,--
财务会计,AP-2026-001831,2026-05-19,通用报销单,应付付款单（材料采购）,A04,示例集团·丁公司,MAK06,制单人06,,2,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-06-10 11:43:36,2026-06-10 11:44:02,2026-06-10 11:45:18,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-10 11:45:18,移动端,AUD07,审核员07,2026-06-10 11:50:18,同意,,审核通过,23分11秒,--,0,,是,1,1,272秒,,0,,,--
财务会计,AP-2026-001832,2026-04-07,付款单,应付付款单（服务费）,A05,示例集团·戊公司,MAK12,制单人12,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（服务费）,通用审批类,2026-04-27 16:06:57,2026-04-27 16:07:12,2026-04-27 16:07:44,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-27 16:07:44,PC端,AUD03,审核员03,2026-04-27 16:13:44,同意,,审核通过,16分40秒,--,0,,是,1,1,116秒,,0,,,--
费控服务,AP-2026-001833,2026-06-04,通用报销单,其他专项付款单,A01,示例集团·甲公司,MAK16,制单人16,,7,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-04-25 15:59:16,2026-04-25 15:59:18,2026-04-25 16:00:40,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-25 16:00:40,移动端,AUD03,审核员03,2026-04-25 18:26:40,同意,,审核通过,11分3秒,--,0,,是,1,1,133秒,,0,,,--
费控服务,AP-2026-001834,2026-03-13,应付发票,应付付款单（材料采购）,A02,示例集团·乙公司,MAK01,制单人01,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-01-27 10:20:06,2026-01-27 10:20:59,2026-01-27 10:21:03,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-01-27 10:21:03,PC端,AUD07,审核员07,2026-01-27 12:26:03,同意,,审核通过,21分34秒,--,0,,是,1,1,265秒,,0,,,--
财务会计,AP-2026-001835,2026-04-21,通用报销单,通用报销单（费用报销）,A01,示例集团·甲公司,MAK10,制单人10,,4,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-04-05 10:57:41,2026-04-05 10:58:34,2026-04-05 11:00:02,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-05 11:00:02,PC端,AUD07,审核员07,2026-04-05 13:53:02,同意,,审核通过,5分5秒,--,0,,是,1,1,90秒,,0,,,--
财务会计,AP-2026-001836,2026-04-11,付款单,应付确认单（物料类）,A04,示例集团·丁公司,MAK06,制单人06,,5,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-05-27 08:31:49,2026-05-27 08:32:23,2026-05-27 08:32:33,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-05-27 08:32:33,移动端,AUD01,审核员01,2026-05-27 11:03:33,驳回,业务类型填写错误,审核驳回,2分22秒,15分46秒,0,,是,1,1,168秒,驳回,1,制单人,制单人06,1
费控服务,AP-2026-001837,2026-01-03,通用报销单,应付确认单（物料类）,A07,示例集团·庚公司,MAK05,制单人05,,1,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-03-16 09:21:44,2026-03-16 09:22:16,2026-03-16 09:24:06,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-16 09:24:06,PC端,AUD06,审核员06,2026-03-16 12:38:06,同意,,审核通过,26分27秒,--,0,,是,1,1,128秒,,0,,,--
财务会计,AP-2026-001838,2026-02-09,付款单,通用报销单（费用报销）,A02,示例集团·乙公司,MAK09,制单人09,,8,示例集团财务共享中心（本部）,财务共享,通用报销单（费用报销）,通用审批类,2026-02-27 20:27:07,2026-02-27 20:27:55,2026-02-27 20:28:48,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-02-27 20:28:48,PC端,AUD05,审核员05,2026-02-27 21:03:48,同意,,审核通过,24分57秒,--,0,,是,1,1,231秒,,0,,,--
财务会计,AP-2026-001839,2026-04-01,付款单,应付付款单（差旅费）,A02,示例集团·乙公司,MAK03,制单人03,,5,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-03-11 08:18:09,2026-03-11 08:18:13,2026-03-11 08:18:54,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-11 08:18:54,PC端,AUD07,审核员07,2026-03-11 10:54:54,同意,,审核通过,27分38秒,--,0,,是,1,1,238秒,,0,,,--
费控服务,AP-2026-001840,2026-02-07,应付发票,应付付款单（材料采购）,A05,示例集团·戊公司,MAK02,制单人02,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（材料采购）,通用审批类,2026-03-17 08:47:48,2026-03-17 08:48:26,2026-03-17 08:48:31,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-03-17 08:48:31,PC端,AUD02,审核员02,2026-03-17 09:16:31,驳回,附件信息不一致,审核驳回,7分54秒,14分38秒,0,,是,2,1,86秒,驳回,1,前端单位,示例集团·戊公司,2
财务会计,AP-2026-001841,2026-03-04,通用报销单,应付确认单（物料类）,A05,示例集团·戊公司,MAK09,制单人09,,8,示例集团财务共享中心（本部）,财务共享,应付确认单（物料类）,通用审批类,2026-06-02 12:51:57,2026-06-02 12:52:23,2026-06-02 12:53:48,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-02 12:53:48,PC端,AUD04,审核员04,2026-06-02 13:23:48,同意,,审核通过,8分26秒,--,0,,是,1,1,270秒,,0,,,--
财务会计,AP-2026-001842,2026-05-17,通用报销单,应付付款单（差旅费）,A05,示例集团·戊公司,MAK09,制单人09,,6,示例集团财务共享中心（本部）,财务共享,应付付款单（差旅费）,通用审批类,2026-04-14 17:02:22,2026-04-14 17:03:03,2026-04-14 17:03:08,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-04-14 17:03:08,PC端,AUD03,审核员03,2026-04-14 19:53:08,同意,,审核通过,36分34秒,--,0,,是,1,1,92秒,,0,,,--
财务会计,AP-2026-001843,2026-03-16,应付发票,其他专项付款单,A04,示例集团·丁公司,MAK03,制单人03,,7,示例集团财务共享中心（本部）,财务共享,其他专项付款单,通用审批类,2026-06-06 08:46:40,2026-06-06 08:47:16,2026-06-06 08:47:31,FSSC审核岗,1,,应付成本组,自动派单,已派任务少（优先派）,2026-06-06 08:47:31,移动端,AUD01,审核员01,2026-06-06 11:40:31,同意,,审核通过,10分40秒,--,0,,是,1,1,108秒,,0,,,--
